Feature ID	Taxon	Consensus
31eb4a4c799946fbc58dad4c8f62560d	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_QPX;Thraustochytriaceae_QPX_sp.;	0.6
3209098888fb306bc2a83b9a1f61f4d1	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta	0.556
321f2ef09fc8a6a0e9ce9657bbed8f64	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
32246594ed48369dc0b0536b0a0e3675	Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Rhizobiales	0.6
3225bf9e7c37f6b0cb38882fee45037d	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa;Vampyrellida	0.625
3226851dd3d4a8f8243ce9fbb1f45735	Eukaryota;TSAR;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;	0.571
32407566e638fa16d9e5793728121b07	Eukaryota;TSAR;Stramenopiles;Gyrista	0.714
3254ce7cc246e9e7b6bb73aeabf06a95	Eukaryota;TSAR;Alveolata;Dinoflagellata	0.8
329966c334544d14f9985b98b813f40f	Eukaryota;TSAR;Stramenopiles;Gyrista;Xanthophyceae;Xanthophyceae_X;Xanthophyceae_XX	0.8
3300d2b226fa4d7c099ce90469806ee6	Eukaryota	1.0
331edf90d0f0c7136ac84b9a4cf25b20	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae	0.714
3321fbd155f65f4b125835943b089c4c	Eukaryota;Obazoa;Opisthokonta;Fungi	0.9
33272873cb6d73cb8027c9d0f3d1ac6d	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae	0.8
3332f155376b076e86ff15068409507b	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;TIN_01;Tintinnopsis_01	0.714
33429d0f9d8f59ea1e5c8a108d178869	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	0.625
334508f1d2173ce99d78e86bb074ff5e	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Nanomonadea;MAST-3;MAST-3J;MAST-3J_sp.;	0.714
3346da9482616cf667ba6cce60d9e6bf	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
33738b8a6fdbf47577a2977aa5ee6d7c	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;	1.0
337b4a5815ac47b075da99a25a71305a	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Euglenida_X;Ploeotiidae;Olkasia;Olkasia_polycarbonata;	0.667
33835298b2b8ef2fcbf01bb32545894d	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae	1.0
338abf2cddc5e34fb8ae871834a4ed8e	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Eupetalomonads_X;Eupetalomonads_XX;Eupetalomonads_XX_sp.;	0.6
33a07d72a86194a5d9b7a5d2b9a3ce0d	Eukaryota;TSAR;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;	0.571
33b1cc47c311c15d60fe914b2d0f47c6	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Eupetalomonads_X;Eupetalomonads_XX;Eupetalomonads_XX_sp.;	0.6
33b5b3dd78c05c037122ed1b3d5f949a	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0.75
33b79092600bde19b3a4fbe1a7f24bbe	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Euglenophyceae;Euglenaceae;Euglena	0.75
33d10db2442ab1c8df491e9fcc5964c8	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	0.571
33dad24f28e9c3cf2932869914f8b87a	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Phyllodoce	0.6
340bf6ad368ac7202b15dce75495d05b	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida	0.833
34192686c4352dc8cdcde99d23e1ca81	Eukaryota	1.0
3444c87bff1b2472ae86760c39d5c66e	Eukaryota;TSAR;Alveolata;Ciliophora;Ciliophora_X;Ciliophora_XX;Ciliophora_XXX;Mesodinium;Mesodinium_sp.;	0.6
344b1cf020cdc3d3934465300d6c2cec	Eukaryota;Obazoa;Opisthokonta	1.0
3462d80f71e5df88bb75bff838da4a94	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;	0.571
3473277e2f826f4953e259d8728cd9a5	Archaea;Methanoteca;Euryarchaeota;Euryarchaeota_X;Methanomicrobia;Methanosarcinales	0.6
347b3240965e7ec2f2e6f5a7b510847d	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	0.75
3488e62f023d6ba3d46044a34c6c8188	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Rhynchopus;Rhynchopus_sp.;	0.6
3497e011864f7d3ded0881e03ba41fbb	Eukaryota;Archaeplastida;Picozoa;Picozoa_X	0.625
34b002cb11928de32a33119816081111	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula_B2_sp.;	0.571
34bcd182e9bc78f05c130d84d9d0281c	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	0.667
34c9b2b6d5e9ab8507d513ea1e19cc4e	Eukaryota;TSAR;Alveolata;Ciliophora	0.714
34dc7ecd094d800df4091447e87418f7	Eukaryota;TSAR;Rhizaria;Cercozoa	0.556
34e27d61ae22afc565d6702c4c1ccd27	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia	0.571
34e2efdfc25d967b3d0a6e2353800163	Eukaryota;Obazoa;Opisthokonta	0.667
34e377e4ed65b23a31ac198c3631ef25	Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Cestoda;Eucestoda	0.556
34f3a694996beb472959ceb41e6e2a80	Eukaryota	1.0
34fa6d319307344b4eb70d33796249bf	Eukaryota;TSAR	0.571
35178843e527c99d54d179127bad65fc	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea_X_GRE1;Gregarinomorphea_X_GRE1_X;Gregarinomorphea_X_GRE1_XX;Gregarinomorphea_X_GRE1_XX_sp.;	0.714
351fbd19dc691dca59bb87c61f3ae4ba	Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Ephelotidae;Ephelota;Ephelota_sp.;	1.0
3529a1c1066eb003b09cc44771d31c6d	Eukaryota	1.0
354a4d57a3763323a50d89741371644e	Eukaryota;Obazoa;Opisthokonta;Fungi	0.9
3573c340dd84546c2820b9443c0236f1	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales	0.6
358820e16bbb23a70673d786d4c21016	Eukaryota;Provora	0.571
3598e563a5058a539cb25b3944133681	Eukaryota:nucl;Cryptista:nucl;Cryptophyta:nucl;Cryptophyta_X:nucl;Cryptophyceae:nucl;Cryptomonadales:nucl;Cryptomonadales_X:nucl;Cryptomonas:nucl	0.571
35bb5dca6e5d39cdf389855e5dd5496a	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;	0.625
35c5b56fc635d9b5fad3c03d05bedb3b	Eukaryota;Obazoa;Opisthokonta;Metazoa;Myxozoa;Myxozoa_X;Myxosporea;Henneguya	1.0
35ca8132d5c2174850e655ce5cf3ddad	Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae	0.714
35fbf568426571e09760a52d39192539	Eukaryota;TSAR;Alveolata;Dinoflagellata	0.75
3601ed288846598edbfd2158119e73e5	Eukaryota;Excavata;Discoba;Euglenozoa;Kinetoplastea;Neobodonida;Neobodonidae;Neobodo;Neobodo_sp.;	0.667
3617367c6aab3927c45f186b2b4b4e3d	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;	0.571
3624ba6d1a8893e5e522c5619c8e5ec0	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Eupetalomonads_X;Eupetalomonads_XX;Eupetalomonads_XX_sp.;	0.6
3630a6fda9236f201ae7922db4a4e1d5	Eukaryota;TSAR	0.75
36322ae3897189687f99c468a505a897	Eukaryota;Cryptista;Cryptophyta;Cryptophyta_X;Cryptophyceae	0.625
364e913c6e8d2d364f5a6d172fca9a14	Eukaryota;Amoebozoa;Discosea;Discosea_X;Centramoebia;Acanthopodida;Balamuthiidae;Balamuthia;Balamuthia_mandrillaris;	1.0
3670e20da820097adf4f718fc87c6407	Eukaryota	1.0
36c10368aa5a69b3da583c525f5f1c7e	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida	0.556
36c75cf48953c222dab4c46c0ebb0957	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
36dbdc0464255704bb4f67d1e7350676	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Pyramimonas	0.625
36f5cec0aa459812a4f32824ef9f0c5a	Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_1;Prostomatea_1_X;Colepidae	0.714
371077be52583bb49e5daa6ff76cc1c1	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;	0.571
3732071e7031fb24b010a19915d4ab96	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	0.667
373b5bd16e86192b621a8f619eb232ef	Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia	0.625
374a35fd6ed403dc389a136b72994517	Eukaryota;TSAR	0.625
374bcc85ec2f5fd9eef5fcc994c18eb5	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
376ec5eb80814532040f836efcde8659	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0.625
378dc7401ebccbe20dbcf5e5af346167	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Ulvophyceae;Trentepohliales;Trentepohliales_X;Cephaleuros	0.6
37a70d3f4869b04cdb64e36585577f9b	Eukaryota	1.0
37b3bf298377584afa9696129791fa6e	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Candida;Candida_sp.;	0.556
37ba1b5f2ab8e40bed139d09ac0719f4	Eukaryota;TSAR;Stramenopiles;Gyrista;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;Coscinodiscus;Coscinodiscus_granii;	0.714
37d58f79909bb165226a9f2271478c3c	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Mya;Mya_arenaria;	1.0
380ea3593a01c60181bf58133c42f666	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;	0.667
3810fd05f4498417bd6c8203c05e9887	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pseudoscourfieldiales;Pycnococcaceae	0.714
3812aa8806c1d0afe0d9bb7c9e662b70	Eukaryota;TSAR;Alveolata	0.75
382639f99e7d533f05b967e7c847777b	Eukaryota;Obazoa;Opisthokonta;Fungi	0.6
382669bae718d77ae5a61029efe7e592	Eukaryota;Obazoa;Opisthokonta	0.8
38274e0f5f583b00f80c9381b216b4b6	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda	0.667
382b8e54f3e6f43fa335f8fc071fadd9	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae	0.8
3838b875ea0a248c9235ad59de3f459b	Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;	0.556
383a5d2109c61a85d5eb4a005b29e662	Eukaryota;TSAR;Alveolata	0.571
38503b7e4506e7407fe27b3f6d22820f	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	0.667
3886c3418c18b47fdf028dcbe5e33234	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Pyramimonadophyceae;Pyramimonadales	0.625
3899543429996019adb535ebc92a5d7c	Eukaryota;Excavata;Discoba;Euglenozoa;Kinetoplastea;Prokinetoplastida;Ichthyobodonidae;Ichthyobodo;Ichthyobodo_necator;	0.6
389fafa589e833589549ca3eac901da6	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Eupelagonemidae;Eupelagonemidae_X;Eupelagonemidae_X_sp.;	1.0
38cea1d5ac056e4553647cf93c3e32bf	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_Clade-EC2H;Chrysophyceae_Clade-EC2H_X;Chrysophyceae_Clade-EC2H_XX;Chrysophyceae_Clade-EC2H_XX_sp.;	0.625
38f347b45169449b2d5c85181921ce0b	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida;Strombidiidae	0.625
3909ab57e9831c954dc584d1cd0355ab	Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;OLIGO5;OLIGO5_X;OLIGO5_XX;OLIGO5_XX_sp.;	1.0
390ede3f7190e95221c27a4aa5932ed2	Eukaryota	1.0
39155de257dc0af9b400c399e2598224	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales	0.625
3926a709f15b95556ec6eb10ed4a7d03	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	0.714
3931f983db878ae901da23fa3b382f89	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;Protoperidinium_thulesense;	0.625
394b7e6cb8a23ae992dc314266c44b93	Eukaryota	1.0
39544172b535cefbb920689ae4a53e21	Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-1	0.556
3961a5f41e4b1d17e0077f5ab89c7277	Eukaryota	1.0
396b0227860a1926ebce38422ec4c281	Eukaryota;TSAR;Stramenopiles;Bigyra;Bicoecea;Anoecales;Anoecales_X;Cafileria;Cafileria_marina;	1.0
396e5ea2b15138d09907af6d031c2122	Eukaryota;Haptista	0.625
39b7bc0ee60b8b220047cd1f4341abc4	Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Peronosporomycetes_XX;Peronosporomycetes_XXX;Peronosporomycetes_XXX_sp.;	0.714
39bc584e29467b4afe0254b5a7a08b76	Eukaryota	1.0
39d183e02374333a3efc529aabdf4bfb	Eukaryota;Obazoa;Opisthokonta;Metazoa;Bryozoa;Bryozoa_X;Bryozoa_XX	0.571
39d86410fd8f36a7a52abee2c50b8b03	Eukaryota	1.0
39e47e583c5859f7422f0d370a90f91c	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.7
39fbafd8bef235e9e743b00a273a9766	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	0.571
3a0c935786d8e00f22a37a20c11a1023	Eukaryota;Cryptista	0.625
3a18fc78f53f4c5aa0dc0392042f346d	Eukaryota;Obazoa;Opisthokonta;Fungi	0.9
3a35048fd34d9b8e484574f1bcac5219	Eukaryota	1.0
3a350f52c63c725004d7c0e2bbce9e35	Eukaryota	1.0
3a359accfda6884dea1bb939a373c07e	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_throndsenii;	0.667
3a387ce05e9c701e2edf437364cca5cd	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina	0.714
3a6f9f5c40bcc2d47bc95e8d74394f55	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_sp.;	0.6
3a70b59a379e654d61ddcaed674db4c2	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_Clade-EC2H;Chrysophyceae_Clade-EC2H_X;Chrysophyceae_Clade-EC2H_XX;Chrysophyceae_Clade-EC2H_XX_sp.;	1.0
3a7e066db6a1c4f93dc640935881049c	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Haplosporida;Haplosporidiidae	0.714
3a7f78f620f4733bf2344867beae26aa	Eukaryota:plas;Archaeplastida:plas;Rhodophyta:plas;Rhodophyta_X:plas;Bangiophyceae:plas;Bangiales:plas;Bangiaceae:plas;Pyropia:plas;Pyropia_yezoensis:plas;	0.6
3a89510cb56f2598ae7f445924ce2936	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;TIN_05;Tintinnopsis_05	0.571
3ab0797cbe4ed16fd3d8b656e417839f	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Labyrinthulaceae	0.714
3ab60c1e9d98edde3d1badf698eeb4c2	Eukaryota	1.0
3abb183a90d8c463ae8fc7a689d2f09c	Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Pseudochattonella;Pseudochattonella_verruculosa;	0.571
3ac22f8d34d584c7f05504b855736f17	Eukaryota;TSAR;Rhizaria;Radiolaria;Acantharea;Acantharea_F;Acantharea_F3	0.714
3ac7a7db690a25594a8795e51d890227	Eukaryota	1.0
3af6b3148b3fb1d4ada5d603b44e707e	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Nephroselmidophyceae;Nephroselmidales;Nephroselmidales_X;Nephroselmis	0.714
3b06e85287513c05c5b2dd2cf5218c8a	Eukaryota;Obazoa;Opisthokonta	0.6
3b07bfbe6bf2d85303f494a7b6aee1b6	Eukaryota;Amoebozoa;Discosea;Discosea_X;Centramoebia;Acanthopodida	0.625
3b15fed1b43402dd13de1537b11923d0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda	0.7
3b173b14c7a4f5503668e99e5030634f	Eukaryota	1.0
3b3c32c1643906c9a786a203a3cd9af2	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas	0.625
3b47b978d914159e808664f4fdf5ecc9	Eukaryota;Obazoa;Opisthokonta	0.6
3b82faad4cf373ae00c4875b0d5da83c	Eukaryota	1.0
3b916270a1a882c820c9bc6af4c32cfc	Eukaryota	1.0
3bbbf965b780532d483547deda1331c2	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Monocystis;Monocystis_sp.;	0.8
3bc2d3b652fc83626a06bec98fd211d5	Eukaryota	1.0
3bd657a6f9298c733d529109d94fee7f	Eukaryota;TSAR;Alveolata;Ciliophora	0.714
3bd69d41cecb58edca8938a4d3667c46	Eukaryota;TSAR;Alveolata;Ciliophora	0.625
3bd718e62808c71c416135fd85f8e63a	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
3bf1ad35d11635c1b0943960ed76ee8d	Eukaryota;Obazoa;Opisthokonta	0.778
3c06644818c71ba9fdcaff8dd092221f	Eukaryota;TSAR;Alveolata;Ciliophora;Karyorelictea;Karyorelictea_X;Loxodidae;Loxodidae_X;Loxodidae_X_sp.;	0.6
3c2e70729cdb640c9980d30fa501d154	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;	0.625
3c495c73335f40eca075408530ec6db7	Eukaryota;Obazoa	0.556
3c768bb40f1db2bca787927e7b7d9b2a	Eukaryota	1.0
3c7fd98ed6c082657b7baa0e532f7eeb	Eukaryota;Obazoa;Opisthokonta	0.875
3c9fb0b9c29c38077e16c2e37651a4b0	Eukaryota;Obazoa;Opisthokonta	1.0
3cae0a6589256e79fbebc8b73a1831c1	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0.714
3caeaaeba58ff7e008b4d999d9ba72d0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda	0.667
3cc7131b0635af44ae344fb1e0a9a2c3	Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Arenicellales;Arenicellaceae	0.6
3cde05c6323cdaa514c3e224aab0cf26	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.625
3d12e8422c606ea4cb6351afa49f04e8	Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Haliphthorales	0.6
3d19009025d468ac702369cd780997cc	Eukaryota	1.0
3d1d0aca6e27f9f9feea407d4ca32495	Eukaryota	1.0
3d2fbe547f7a041241426bac93f7793f	Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Kathablepharidida_XX;Kathablepharidida_XX_sp.;	0.625
3d50fc82e5ed00a3fe4b5faa6e39f31a	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida	0.556
3d56907dd8306c51092b4c95a77c05c6	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Cyphoderiidae;Cyphoderia	0.556
3d587504ddd2359018b91b598c480ba5	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
3d5a60bba46687c9c4f13485c79ebc7b	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae	0.6
3d696fbcedffe9bc94dd81518211db1c	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12A;MAST-12A_sp.;	0.625
3d6e0139ea41542f1773033c0bebdc78	Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X	1.0
3d87e51d51b154e3233f495eac346214	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0.75
3d8dc1f13a3d44b819b71a4e11b6f699	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II	0.625
3d964e903ec0486ea1d65c0610aedda7	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.7
3daab2dc7b7a020569c211c6cb5a80dd	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Amphitraemidae;Amphitraemidae_LAB20;Amphitraemidae_LAB20_sp.;	1.0
3de467848b38058340e5df97625f2fd8	Eukaryota;Obazoa;Opisthokonta;Metazoa	0.6
3df7f256569fa63b3e38bdabf43c61c0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda	1.0
3dffa7b00f783550ffaa26fba376a8be	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium	0.625
3e213a9f3edefd2815847466f3d331c9	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae	0.625
3e2394e0b67201eadf56adbb44913173	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Cymbellales	0.6
3e424a1683ce0aa7042d74da1d828584	Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;SAR11_clade;Clade_I;Clade_Ia;Clade_Ia_sp.;	0.8
3e7360ed63477894697f97e08513b614	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;	0.714
3e823755e320cbbc6c6fed3540ae3dc7	Eukaryota;TSAR;Alveolata	1.0
3e911beea2c1b08e536ab294ccf60cfe	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros	0.714
3e93a5ddeb2c28b7c0a1a43df55b2af9	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida	0.714
3ea304dbb5ccf40493e9e26958ad73cb	Unassigned	1.0
3eb2c6892e0290bfc2164df318ae47ae	Eukaryota	1.0
3eb34f70167c355ad426ad819e31a3e9	Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Chromeraceae;Chromera;Chromera_velia;	0.625
3ee52383a15a7c4fa85dfab5b6884e27	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;	0.625
3ef008bc08558328b8a25e0cff97ed8c	Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Haliphthorales	0.6
3f0fa47e1591ca76c8355bae38dda176	Eukaryota	1.0
3f118516a8fb54e07101823278ac13e4	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia;Ulkenia_sp.;	0.571
3f634ef22c6450cc1f0d29130db6dbb4	Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X	0.556
3f691e58e7e441dadc57c64f2eea9d71	Eukaryota;Obazoa;Opisthokonta	0.556
3f6b1f459566a5405a0baece1ade0585	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales	0.625
3f7111d458bd7b067322a5314bcd554f	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-8;Dino-Group-II-Clade-8_X;Dino-Group-II-Clade-8_X_sp.;	0.625
3f790c076f0e751bfeba1c48bbdfed60	Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalozoa_X;MAST-12;MAST-12A;MAST-12A_sp.;	0.714
3f9a6f6c0f4ae7b6069f0c22f637aa14	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;	0.625
3fb815e9dcf4f05991c6b9881045018d	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0.75
3fbdc847ab4066eda1053ebb620bd36c	Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Euglenophyceae;Rapazidae;Rapaza;Rapaza_viridis;	1.0
3fc73183cc1017b18697aa8c30adc3e2	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;	0.714
4067458f9ffdc443cadbb11fe02e34fa	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Paraphysomonadales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas_sp.;	0.571
